,Latitude,Logitude,VWC
0,896711.2387,4645758.153,0.34131445353910994
1,896720.638,4645758.153,0.3408199903016067
2,896730.0373,4645758.153,0.3380237877243692
3,896739.4365,4645758.153,0.3370321587704117
4,896748.8358,4645758.153,0.3366518288085265
5,896316.4697,4645748.753,0.34205390063112506
6,896325.869,4645748.753,0.331271223673161
7,896335.2682,4645748.753,0.3423098346900618
8,896344.6675,4645748.753,0.3446528670856971
9,896673.6417,4645748.753,0.3405997758102005
10,896683.0409,4645748.753,0.34123200397235526
11,896692.4402,4645748.753,0.34122354294434365
12,896701.8395,4645748.753,0.33448003233442153
13,896711.2387,4645748.753,0.3350879975861715
14,896720.638,4645748.753,0.3350566903283707
15,896730.0373,4645748.753,0.33381089132507547
16,896739.4365,4645748.753,0.33547012246222435
17,896748.8358,4645748.753,0.33150425719592125
18,896758.235,4645748.753,0.33637031797524314
19,896241.2756,4645739.354,0.34650621345634
20,896250.6749,4645739.354,0.3314043798574628
21,896260.0741,4645739.354,0.33349109090103224
22,896269.4734,4645739.354,0.3351655326464414
23,896278.8727,4645739.354,0.3314028370384339
24,896288.2719,4645739.354,0.331596750393932
25,896297.6712,4645739.354,0.3329801941027715
26,896307.0705,4645739.354,0.34079639614558715
27,896316.4697,4645739.354,0.3317653009930588
28,896325.869,4645739.354,0.3344393270399878
29,896335.2682,4645739.354,0.34235990458949467
30,896344.6675,4645739.354,0.34292399939908336
31,896354.0668,4645739.354,0.33487884845205274
32,896363.466,4645739.354,0.3427730409500431
33,896372.8653,4645739.354,0.33268763183884525
34,896382.2646,4645739.354,0.3418041198342118
35,896654.8432,4645739.354,0.3405691004379525
36,896664.2424,4645739.354,0.33447481370679977
37,896673.6417,4645739.354,0.33435769175294483
38,896683.0409,4645739.354,0.33688831321842677
39,896692.4402,4645739.354,0.33587497239257375
40,896701.8395,4645739.354,0.3347884019875236
41,896711.2387,4645739.354,0.3344576256835967
42,896720.638,4645739.354,0.33961116568573263
43,896730.0373,4645739.354,0.33408902410443253
44,896739.4365,4645739.354,0.33656508909646987
45,896748.8358,4645739.354,0.3332931621691557
46,896758.235,4645739.354,0.33558734259468864
47,896767.6343,4645739.354,0.33545090641672765
48,896222.4771,4645729.955,0.3461181170967758
49,896231.8764,4645729.955,0.33191930772974
50,896241.2756,4645729.955,0.33372103425283767
51,896250.6749,4645729.955,0.33442138182888237
52,896260.0741,4645729.955,0.33379997506578707
53,896269.4734,4645729.955,0.3318915199653163
54,896278.8727,4645729.955,0.33169192904626815
55,896288.2719,4645729.955,0.333210853036556
56,896297.6712,4645729.955,0.33415896149936997
57,896307.0705,4645729.955,0.33396342853780614
58,896316.4697,4645729.955,0.33134754002566263
59,896325.869,4645729.955,0.3339224116377728
60,896335.2682,4645729.955,0.3378081925830715
61,896344.6675,4645729.955,0.3322461302523759
62,896354.0668,4645729.955,0.3385328554187593
63,896363.466,4645729.955,0.34070595693618155
64,896372.8653,4645729.955,0.34043133296927197
65,896382.2646,4645729.955,0.3347568278759001
66,896391.6638,4645729.955,0.3403310010172249
67,896401.0631,4645729.955,0.34033473406453396
68,896466.8579,4645729.955,0.34415951068688816
69,896476.2572,4645729.955,0.34498343089330674
70,896636.0446,4645729.955,0.34169992634262586
71,896645.4439,4645729.955,0.3402507575161788
72,896654.8432,4645729.955,0.3347058653138435
73,896664.2424,4645729.955,0.33522472568293044
74,896673.6417,4645729.955,0.33470416642067796
75,896683.0409,4645729.955,0.33435368772123975
76,896692.4402,4645729.955,0.33669061852487125
77,896701.8395,4645729.955,0.33572406103618313
78,896711.2387,4645729.955,0.3365769434384671
79,896720.638,4645729.955,0.33432605010420685
80,896730.0373,4645729.955,0.3373241247291805
81,896739.4365,4645729.955,0.3317788860791655
82,896748.8358,4645729.955,0.3342761570857395
83,896758.235,4645729.955,0.33404445146447853
84,896767.6343,4645729.955,0.33528115780000817
85,896203.6786,4645720.555,0.34410142408136885
86,896213.0778,4645720.555,0.33223688957939435
