,Latitude,Logitude,VWC
0,896711.2387,4645758.153,0.39980241160316576
1,896720.638,4645758.153,0.4006801217599295
2,896730.0373,4645758.153,0.4042272906148338
3,896739.4365,4645758.153,0.4067051686791163
4,896748.8358,4645758.153,0.407655535513388
5,896316.4697,4645748.753,0.39848983632188023
6,896325.869,4645748.753,0.4089357889608876
7,896335.2682,4645748.753,0.3980355337449589
8,896344.6675,4645748.753,0.3942234348180945
9,896673.6417,4645748.753,0.40107101936588657
10,896683.0409,4645748.753,0.39994876590551337
11,896692.4402,4645748.753,0.3999637848789359
12,896701.8395,4645748.753,0.410448612505785
13,896711.2387,4645748.753,0.41028503348461814
14,896720.638,4645748.753,0.41029345700976494
15,896730.0373,4645748.753,0.4106286514652755
16,896739.4365,4645748.753,0.41018799995322447
17,896748.8358,4645748.753,0.40859384186500125
18,896758.235,4645748.753,0.4083589735441825
19,896241.2756,4645739.354,0.39206253466091956
20,896250.6749,4645739.354,0.408740399173264
21,896260.0741,4645739.354,0.41001114039843606
22,896269.4734,4645739.354,0.41026417191526277
23,896278.8727,4645739.354,0.40955505712760143
24,896288.2719,4645739.354,0.40944755701976276
25,896297.6712,4645739.354,0.40869844427090635
26,896307.0705,4645739.354,0.40072200319581375
27,896316.4697,4645739.354,0.40821079324919257
28,896325.869,4645739.354,0.410459564664976
29,896335.2682,4645739.354,0.3979466558346369
30,896344.6675,4645739.354,0.3969453442988112
31,896354.0668,4645739.354,0.4103413071129852
32,896363.466,4645739.354,0.3972133071197501
33,896372.8653,4645739.354,0.40757206425416664
34,896382.2646,4645739.354,0.39893321638694307
35,896654.8432,4645739.354,0.4011254705034889
36,896664.2424,4645739.354,0.41045001662879327
37,896673.6417,4645739.354,0.41048152944060873
38,896683.0409,4645739.354,0.40706460931110433
39,896692.4402,4645739.354,0.40959674090528797
40,896701.8395,4645739.354,0.4103656426224458
41,896711.2387,4645739.354,0.41045464123522146
42,896720.638,4645739.354,0.4023215978171996
43,896730.0373,4645739.354,0.4105538171097417
44,896739.4365,4645739.354,0.40787228032398426
45,896748.8358,4645739.354,0.4095025831306166
46,896758.235,4645739.354,0.41016996102305214
47,896767.6343,4645739.354,0.4101909570980051
48,896222.4771,4645729.955,0.3925150337175802
49,896231.8764,4645729.955,0.40798546296793636
50,896241.2756,4645729.955,0.40826991382274963
51,896250.6749,4645729.955,0.4104643930002449
52,896260.0741,4645729.955,0.4106315885920341
53,896269.4734,4645729.955,0.409284145063789
54,896278.8727,4645729.955,0.4093947926531012
55,896288.2719,4645729.955,0.4085527439332733
56,896297.6712,4645729.955,0.41053499976685265
57,896307.0705,4645729.955,0.41058760983028375
58,896316.4697,4645729.955,0.4088238044069167
59,896325.869,4645729.955,0.41059864583002126
60,896335.2682,4645729.955,0.4047660188047031
61,896344.6675,4645729.955,0.4075160447470411
62,896354.0668,4645729.955,0.4033468327514566
63,896363.466,4645729.955,0.40088253972642784
64,896372.8653,4645729.955,0.40137001832294483
65,896382.2646,4645729.955,0.41037413794723404
66,896391.6638,4645729.955,0.4015481152302181
67,896401.0631,4645729.955,0.40154148878503415
68,896466.8579,4645729.955,0.39486369935932447
69,896476.2572,4645729.955,0.39383801555964676
70,896636.0446,4645729.955,0.39911816782295967
71,896645.4439,4645729.955,0.4016905535967954
72,896654.8432,4645729.955,0.41038784992500477
73,896664.2424,4645729.955,0.4102482454475232
74,896673.6417,4645729.955,0.410388307028894
75,896683.0409,4645729.955,0.41048260676465836
76,896692.4402,4645729.955,0.407558607940966
77,896701.8395,4645729.955,0.4099738375382161
78,896711.2387,4645729.955,0.40784265874639286
79,896720.638,4645729.955,0.4104900429369209
80,896730.0373,4645729.955,0.40597560542678973
81,896739.4365,4645729.955,0.4093465861209117
82,896748.8358,4645729.955,0.41050346714348607
83,896758.235,4645729.955,0.4105658098162221
84,896767.6343,4645729.955,0.4102330618322633
85,896203.6786,4645720.555,0.39495531508558407
86,896213.0778,4645720.555,0.40909268186796
87,896222.4771,4645720.555,0.41027358812309916
88,896231.8764,4645720.555,0.41051078489833664
89,896241.2756,4645720.555,0.4105786211380147
90,896250.6749,4645720.555,0.40896985750325077
91,896260.0741,4645720.555,0.4091102325892226
92,896269.4734,4645720.555,0.4092906192139739
93,896278.8727,4645720.555,0.4086373908619697
94,896288.2719,4645720.555,0.40824692443672517
95,896297.6712,4645720.555,0.40942971076921353
96,896307.0705,4645720.555,0.40973660995152006
97,896316.4697,4645720.555,0.4090275278634289
98,896325.869,4645720.555,0.4082920028457665
99,896335.2682,4645720.555,0.41048913537678594
100,896344.6675,4645720.555,0.40998763711930797
101,896354.0668,4645720.555,0.4085669912558142
102,896363.466,4645720.555,0.4105583254427094
103,896372.8653,4645720.555,0.40431007480741454
104,896382.2646,4645720.555,0.4104429802226426
105,896391.6638,4645720.555,0.4104822079632922
106,896401.0631,4645720.555,0.4104596499209156
107,896410.4623,4645720.555,0.4026926358386969
108,896448.0594,4645720.555,0.39661773657271887
109,896457.4587,4645720.555,0.39629599318999575
110,896466.8579,4645720.555,0.3953824815357301
111,896476.2572,4645720.555,0.410148158526203
112,896485.6564,4645720.555,0.4103076701662671
113,896495.0557,4645720.555,0.3973475157806021
114,896504.455,4645720.555,0.3995751465016677
115,896617.2461,4645720.555,0.39761329460184625
116,896626.6454,4645720.555,0.4091539663522512
117,896636.0446,4645720.555,0.40030651830488295
118,896645.4439,4645720.555,0.4104292384558068
119,896654.8432,4645720.555,0.41043500894220963
120,896664.2424,4645720.555,0.40315016472022547
121,896673.6417,4645720.555,0.4079890825153824
122,896683.0409,4645720.555,0.4104598901594509
123,896692.4402,4645720.555,0.41023979787980214
124,896701.8395,4645720.555,0.41024350694034684
125,896711.2387,4645720.555,0.41058833573905407
126,896720.638,4645720.555,0.4105536478676917
127,896730.0373,4645720.555,0.41058764906370504
128,896739.4365,4645720.555,0.4102739769584442
129,896748.8358,4645720.555,0.40922364930802096
130,896758.235,4645720.555,0.410276868220807
131,896203.6786,4645711.156,0.41053286891791796
132,896213.0778,4645711.156,0.4104319849174404
133,896222.4771,4645711.156,0.40935246483315135
134,896231.8764,4645711.156,0.40785993807638193
135,896241.2756,4645711.156,0.41062653178225966
136,896250.6749,4645711.156,0.4077202952731599
137,896260.0741,4645711.156,0.4094323069452074
138,896269.4734,4645711.156,0.41032805017597285
139,896278.8727,4645711.156,0.4075120270688768
140,896288.2719,4645711.156,0.40795891751322233
141,896297.6712,4645711.156,0.40820115551110653
142,896307.0705,4645711.156,0.4101941762670267
143,896316.4697,4645711.156,0.41022829255853616
144,896325.869,4645711.156,0.4091650486860307
145,896335.2682,4645711.156,0.4102343512079979
146,896344.6675,4645711.156,0.4076872608447182
147,896354.0668,4645711.156,0.40887640812432935
148,896363.466,4645711.156,0.4072041301404728
149,896372.8653,4645711.156,0.4106451498446819
150,896382.2646,4645711.156,0.40965515338001623
151,896391.6638,4645711.156,0.41010783486309654
152,896401.0631,4645711.156,0.40499434508094767
153,896410.4623,4645711.156,0.4042724705526012
154,896438.6601,4645711.156,0.41034277085369525
155,896448.0594,4645711.156,0.4105157717625545
156,896457.4587,4645711.156,0.4093223470434376
157,896466.8579,4645711.156,0.41050132314281457
158,896476.2572,4645711.156,0.4104683768933817
159,896485.6564,4645711.156,0.4104344464492274
160,896495.0557,4645711.156,0.39942376771695826
161,896504.455,4645711.156,0.41052722505578254
162,896513.8542,4645711.156,0.41051216067452667
163,896523.2535,4645711.156,0.41052138022402507
164,896532.6528,4645711.156,0.4030603448190244
165,896598.4476,4645711.156,0.39938725110035356
166,896607.8468,4645711.156,0.4065985753458183
167,896617.2461,4645711.156,0.41056049497306246
168,896626.6454,4645711.156,0.4103564975643999
169,896636.0446,4645711.156,0.41059677115399196
170,896645.4439,4645711.156,0.4091078622568126
171,896654.8432,4645711.156,0.41033595360940167
172,896664.2424,4645711.156,0.40329369836738405
173,896673.6417,4645711.156,0.4105055150061256
174,896683.0409,4645711.156,0.41047122479017367
175,896692.4402,4645711.156,0.410581329988494
176,896701.8395,4645711.156,0.4102359006106585
177,896711.2387,4645711.156,0.4103959352151271
178,896720.638,4645711.156,0.4104601208432552
179,896730.0373,4645711.156,0.4067432996804878
180,896739.4365,4645711.156,0.4053765754199029
181,896748.8358,4645711.156,0.40895497271031955
182,896758.235,4645711.156,0.4090872757298101
183,896194.2793,4645701.757,0.40483044735271156
184,896203.6786,4645701.757,0.4079440983643631
185,896213.0778,4645701.757,0.4091663608608826
186,896222.4771,4645701.757,0.40647436076700305
187,896231.8764,4645701.757,0.40915611500766763
188,896241.2756,4645701.757,0.4086597308030626
189,896250.6749,4645701.757,0.4072218354923087
190,896260.0741,4645701.757,0.4080923590461627
191,896269.4734,4645701.757,0.41038594542364215
192,896278.8727,4645701.757,0.40968111974503363
193,896288.2719,4645701.757,0.40726894574583317
194,896297.6712,4645701.757,0.41036533725811414
195,896307.0705,4645701.757,0.4103324146391573
196,896316.4697,4645701.757,0.40894135054211245
197,896325.869,4645701.757,0.41029927764238494
198,896335.2682,4645701.757,0.40816285728106594
199,896344.6675,4645701.757,0.4102742779210538
200,896354.0668,4645701.757,0.4095961144011494
201,896363.466,4645701.757,0.40860636064518707
202,896372.8653,4645701.757,0.40988829786258174
203,896382.2646,4645701.757,0.40724902525955936
204,896391.6638,4645701.757,0.4102983271637566
205,896401.0631,4645701.757,0.41029858377838146
206,896410.4623,4645701.757,0.40942081055735385
207,896419.8616,4645701.757,0.40842712951539695
208,896429.2609,4645701.757,0.4063320859637011
209,896438.6601,4645701.757,0.40952074306815034
210,896448.0594,4645701.757,0.39907833011303095
211,896457.4587,4645701.757,0.4088825107542453
212,896466.8579,4645701.757,0.4103101333952964
213,896476.2572,4645701.757,0.41033667734680906
214,896485.6564,4645701.757,0.40908808704876853
215,896495.0557,4645701.757,0.40934239884326745
216,896504.455,4645701.757,0.4024545814936341
217,896513.8542,4645701.757,0.4104430781240431
218,896523.2535,4645701.757,0.4105013819677438
219,896532.6528,4645701.757,0.4104758046727552
220,896542.052,4645701.757,0.41054339468936707
221,896551.4513,4645701.757,0.41037959764951915
222,896560.8505,4645701.757,0.40066593788695276
223,896570.2498,4645701.757,0.41052914367817644
224,896579.6491,4645701.757,0.41054522496205137
225,896589.0483,4645701.757,0.41044248827346197
226,896598.4476,4645701.757,0.4092052192944076
227,896607.8468,4645701.757,0.40860506249252887
228,896617.2461,4645701.757,0.41058008709066485
229,896626.6454,4645701.757,0.40731357488013525
230,896636.0446,4645701.757,0.41031943013827243
231,896645.4439,4645701.757,0.41032907178986433
232,896654.8432,4645701.757,0.40597370188598797
233,896664.2424,4645701.757,0.4051933454579747
234,896673.6417,4645701.757,0.4105123189638037
235,896683.0409,4645701.757,0.41063852776858956
236,896692.4402,4645701.757,0.4105836838422329
237,896701.8395,4645701.757,0.4105217006820785
238,896711.2387,4645701.757,0.4104332692647566
239,896720.638,4645701.757,0.4106414574146509
240,896730.0373,4645701.757,0.4103505274590619
241,896739.4365,4645701.757,0.4106418411752746
242,896748.8358,4645701.757,0.41055083895354294
243,896194.2793,4645692.358,0.4079449891685417
244,896203.6786,4645692.358,0.41037689347670847
245,896213.0778,4645692.358,0.4102155329634674
246,896222.4771,4645692.358,0.4079205583299667
247,896231.8764,4645692.358,0.4104273777056482
248,896241.2756,4645692.358,0.4104086261966748
249,896250.6749,4645692.358,0.41049470642636576
250,896260.0741,4645692.358,0.41041593462931675
251,896269.4734,4645692.358,0.4077670132333192
252,896278.8727,4645692.358,0.41039223554958637
253,896288.2719,4645692.358,0.4073625439280366
254,896297.6712,4645692.358,0.41043597172063273
255,896307.0705,4645692.358,0.41044034791863765
256,896316.4697,4645692.358,0.41037685793804546
